Country,ISO3,Indicator,Technology,Energy_Type,Unit,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
Ukraine,UKR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),11274.0,12032.0,9627.0,9238.0,11753.0,12362.3,12885.6,10142.2,11395.9,11420.7,12637.1,10430.9,10478.7,13801.2,8478.4,5396.5,7670.9,8945.5,10427.7,6508.3,5728.8,5728.8,8051.0
Ukraine,UKR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),4669.5,4669.5,4669.5,4669.5,4669.5,4669.5,4669.5,4669.5,4696.5,4559.0,4596.0,4607.0,4608.0,4627.0,4665.0,4697.0,4658.0,4704.0,4734.0,4816.0,4819.0,4823.0,4823.0
Ukraine,UKR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,0.5,30.1,333.3,570.0,868.437,917.219,939.972,1183.166,1632.121,3674.807,7141.437,7141.437,6832.374
Ukraine,UKR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,2.5,188.2,371.6,748.4,819.1,841.2,954.7,1200.0,2002.688,5935.688,7331.0,8062.0,8062.0
Ukraine,UKR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),6.0,16.0,22.0,31.0,33.0,37.6,34.6,45.1,45.3,43.0,50.9,89.5,288.2,638.6,1371.317,1306.773,1169.024,1818.581,1399.185,2244.41,3510.607,3510.607,3358.677
Ukraine,UKR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),5.0,36.23,46.23,54.4,71.4,76.6,76.6,82.0,83.0,86.0,88.0,146.0,248.0,362.0,513.9,513.9,526.0,553.0,620.77,1257.77,1402.0,1761.0,1761.0
United Arab Emirates,ARE,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,,,,,0.87,0.397,12.8
United Arab Emirates,ARE,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.9
United Arab Emirates,ARE,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),39944.0,43172.0,46856.0,49450.0,52417.0,60698.0,66768.0,78761.0,80463.0,85691.71,93931.9,99119.014,106203.414,109919.843,116243.09,127082.41,129296.752,133823.615,134815.92,134798.642,132125.095,133234.3,127781.15
United Arab Emirates,ARE,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),8280.0,8611.0,9130.0,12172.0,13851.0,14770.0,15865.0,17700.0,19814.0,20554.962,23187.912,26073.087,27167.184,29033.99,28840.326,28755.678,28907.998,30599.768,31069.618,31296.0,31456.0,31716.0,32426.0
United Arab Emirates,ARE,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,6.415,18.425,22.399,23.732,84.712,305.684,304.489,321.637,750.474,1203.915,3663.458,5193.435,6261.338,7753.357
United Arab Emirates,ARE,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,10.076,10.826,12.751,13.206,125.802,130.466,131.53,135.41,353.47,599.889,1935.233,2332.597,3002.383,3596.197
United Arab Emirates,ARE,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,1.489,1.489,1.489,,,,,,0.045,0.045
United Arab Emirates,ARE,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,0.85,1.7,1.7,,,,,,0.015,0.015
United Kingdom,GBR,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),3936.0,4526.0,5081.0,6103.0,7355.0,9104.0,9277.0,9324.0,9690.0,10823.0,12265.0,13309.0,14722.0,18114.0,22620.0,29261.0,30065.0,31894.171,35102.386,37527.59,39661.082,40195.788,35967.506
United Kingdom,GBR,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),693.0,775.0,838.5,1116.0,1268.0,1544.0,1627.0,1693.0,1657.0,1914.5,2159.5,3204.0,3116.0,3790.5,4240.0,4808.0,5249.92,5512.885,7044.303,7229.539,7305.139,7390.68,7460.417
United Kingdom,GBR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),278823.0,280205.0,282756.0,293317.0,294977.0,294315.0,297482.0,308333.0,308698.0,276941.0,289854.0,259215.0,247503.0,229749.0,204461.0,178976.0,176682.0,161646.367,150909.638,141529.573,119482.989,132707.49,133954.575
United Kingdom,GBR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),60434.0,61551.0,58685.0,60195.0,62241.0,62947.0,64650.0,64685.0,65008.0,65645.0,70435.0,67557.0,67381.0,60866.0,58929.0,53014.0,49609.104,50723.748,49964.672,43685.527,42354.304,42360.592,42669.715
United Kingdom,GBR,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),5086.0,4056.0,4787.0,3227.0,4843.0,4922.0,4593.0,5077.0,5141.0,5228.0,3591.0,5691.0,5310.0,4701.0,5888.0,6298.0,5370.0,5881.897,5443.717,5933.309,6868.76,5398.405,5640.104
United Kingdom,GBR,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1785.0,1929.0,1883.0,1785.0,1799.0,1801.0,1815.0,1822.0,1928.0,1940.0,1947.0,1979.0,1993.0,2009.0,2029.0,2077.0,2132.929,2170.072,2177.0,2179.86,2185.264,2190.434,2190.434
United Kingdom,GBR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),1.0,2.0,3.0,3.0,4.0,8.0,11.0,14.0,17.0,20.0,40.0,244.0,1354.0,2010.0,4054.0,7533.0,10395.0,11457.268,12668.39,12418.06,12503.987,12075.493,13282.906
United Kingdom,GBR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),2.0,3.0,4.0,6.0,8.0,11.0,14.0,18.0,23.0,27.0,95.0,1000.0,1753.0,2937.0,5528.0,9601.0,11914.0,12760.0,13060.0,13345.0,13551.0,13915.0,14651.0
United Kingdom,GBR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),947.0,965.0,1256.0,1285.0,1935.0,2904.0,4225.0,5274.0,7396.0,9584.0,10286.0,15963.0,19847.0,28397.0,31959.0,40275.0,37159.0,49641.122,56907.615,63834.897,75379.867,64663.14,80257.264
United Kingdom,GBR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),435.0,494.0,535.0,742.0,933.0,1565.0,1955.0,2477.0,3446.0,4419.0,5421.0,6596.0,9030.0,11282.0,13074.0,14305.0,16126.0,19585.0,21605.649,23886.919,24457.969,25748.289,28762.173
United States,USA,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),56180.001,50336.999,54022.998,54120.998,55783.001,57980.998,58796.0,59120.998,59647.001,59318.998,61743.999,62320.0,64108.999,66939.001,70818.002,70066.997,69016.998,68857.004,67885.0,63193.999,60269.001,59582.002,57146.0
United States,USA,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),6796.15,8381.395,8405.415,8407.36,8612.99,8718.625,9005.76,9729.75,9942.45,10142.3,10296.0,10493.45,11216.85,12283.35,12419.55,12969.3,12900.7,12837.9,12616.15,12052.95,11888.9,11334.0,11101.5
United States,USA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),2882270.0,2771591.0,2858235.0,2890533.0,2961136.0,3078075.0,3049191.0,3111787.0,3100548.0,2892882.0,3060149.0,2960191.0,2941052.0,2907720.0,2913787.0,2882404.0,2806893.0,2691532.0,2834297.0,2745145.0,2573324.0,2661776.0,2696236.0
United States,USA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),626133.0,614996.99,689523.51,731184.45,745246.16,756715.94,761356.54,763609.7,769945.0,773937.3,780259.7,786247.4,781157.6,774326.8,774294.2,758476.0,750282.4,748241.4,747784.6,739124.3,731205.9,731788.4,724216.7
United States,USA,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),253204.0,188252.0,267034.0,278609.0,271118.0,272445.0,291869.0,249619.0,256714.0,275590.0,262266.0,321733.0,278511.0,270856.0,261473.0,251018.0,269670.0,302362.0,295501.0,289799.0,287140.0,253478.0,256602.0
United States,USA,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),78078.0,78914.0,79354.0,78694.0,77641.0,77540.0,77821.0,77885.0,77930.0,78518.0,82609.4,82452.9,82560.9,83006.9,83494.2,83494.2,83820.749,83792.318,83881.565,83789.713,83961.447,84392.282,84528.712
United States,USA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),709.0,785.0,830.0,848.0,965.0,1120.0,1287.0,1674.0,2093.0,2515.0,3942.0,6215.0,10145.0,15872.0,25764.0,35635.0,50334.0,70980.0,85184.0,97478.0,119329.0,151323.0,187071.0
United States,USA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),593.713,598.6,642.6,681.0,751.8,893.8,1098.8,1438.8,1617.8,2087.0,3382.0,5643.5,8613.0,13245.5,18112.128,24236.846,35433.674,43769.84,51986.994,61587.229,76441.097,95390.913,114360.947
United States,USA,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),5650.0,6806.0,10459.0,11300.0,14291.0,17881.0,26676.0,34603.0,55696.0,74226.0,95148.0,120854.0,141922.0,169713.0,183892.0,192992.0,229471.0,257249.0,275834.0,298200.0,341818.0,382814.0,439270.0
United States,USA,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),2377.0,3863.64,4416.64,5995.19,6455.8,8706.41,11328.79,16515.1,24651.3,34295.8,39349.695,45794.968,59453.299,60198.164,64430.186,72767.236,81502.362,87830.78,94666.185,103835.556,118663.54,133019.277,141673.912
United States Virgin Islands,VIR,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),1030.0,1030.0,1040.0,1040.0,1050.0,968.4,974.1,980.2,971.7,920.8,957.5,950.6,872.2,819.9,766.4,766.0,764.5,589.4,605.0,647.4,634.8,640.0,657.558
United States Virgin Islands,VIR,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),244.2,268.2,268.2,268.2,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,329.7,316.0,316.0,316.0,316.0,242.0,329.7,329.7,329.7,329.7,329.7
United States Virgin Islands,VIR,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,0.69,0.788,1.067,7.2,13.3,13.3,7.2,14.0,14.0,14.0,17.1,17.569
United States Virgin Islands,VIR,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,0.476,0.61,0.861,4.951,9.154,9.193,4.993,9.993,9.993,9.993,9.993,9.993
United States Virgin Islands,VIR,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272
United States Virgin Islands,VIR,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Uruguay,URY,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),20.012,40.024,36.082,35.347,35.347,35.566,37.975,65.744,453.593,453.593,465.068,624.084,649.379,686.784,1098.372,1126.098,1126.098,1095.876,1097.234,1112.262,1112.354,1112.748,1112.748
Uruguay,URY,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),15.23,15.23,13.73,13.45,13.45,14.45,14.45,172.6,172.6,172.6,235.6,243.1,247.1,417.9,418.5,428.5,428.5,417.0,423.2,423.27,423.27,423.42,423.42
Uruguay,URY,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),495.056,15.168,25.998,6.604,1076.809,958.046,1973.569,1214.295,3389.493,2635.218,1153.469,2605.789,3741.922,1852.058,657.791,926.85,430.574,221.034,359.02,274.456,803.56,2359.807,1316.474
Uruguay,URY,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),550.739,518.256,518.048,516.969,497.79,496.189,696.488,694.768,800.528,878.25,875.687,875.687,1075.73,1274.88,1274.88,1101.66,646.66,826.66,1186.66,1176.73,1176.73,1176.88,1177.68
Uruguay,URY,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),7050.671,9194.058,9535.37,8529.551,4762.326,6683.115,3593.955,8068.748,4500.037,5174.715,8666.314,6478.9,5420.85,8203.799,9649.129,7854.558,7601.488,7277.007,6290.277,8006.726,4050.939,5276.91,5658.587
Uruguay,URY,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0,1538.0
Uruguay,URY,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,0.114,0.17,0.221,0.602,0.941,2.061,5.694,52.218,157.675,265.897,417.946,424.069,464.894,489.409,502.623
Uruguay,URY,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,0.074,0.11,0.143,0.389,0.608,1.589,3.707,64.461,88.96,242.628,248.357,253.574,257.826,266.37,280.321
Uruguay,URY,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,7.291,41.631,68.005,111.325,110.872,137.235,727.535,2056.844,2985.778,3760.388,4727.002,4748.949,5430.923,4984.092,4775.609
Uruguay,URY,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,14.6,30.6,40.6,43.605,52.605,59.417,481.268,856.756,1211.456,1513.168,1513.168,1516.488,1516.488,1516.488,1516.49
"Uzbekistan, Rep. of",UZB,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),40985.0,41541.0,43124.0,41780.0,40990.0,40570.0,41760.0,42550.0,38040.0,40620.0,40870.0,42200.0,41290.0,42640.0,42640.0,42640.0,50218.748,51991.748,52839.51,51078.4,47908.46,60171.8,67333.501
"Uzbekistan, Rep. of",UZB,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),10600.0,10600.0,10600.0,10752.0,10750.0,10749.0,10749.0,10756.0,10756.0,10760.4,10762.5,10758.2,10758.7,11281.0,11165.0,11335.38,12221.67,12516.43,12276.47,14031.9,14620.4,14440.3,15232.3
"Uzbekistan, Rep. of",UZB,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),5879.0,5959.0,6186.0,7620.0,9010.0,8630.0,9160.0,6400.0,11360.0,9330.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,5897.3,6452.0,5000.0,5000.0,6500.0
"Uzbekistan, Rep. of",UZB,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),1596.0,1596.0,1596.0,1599.0,1751.0,1709.0,1710.0,1710.0,1743.0,1742.8,1792.9,1787.9,1822.2,1822.0,1871.0,1880.4,1880.4,1857.5,1914.9,1907.5,2020.6,2051.9,2225.2
"Uzbekistan, Rep. of",UZB,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,1.996,2.046,2.176,4.643,6.29,6.827,0.1,0.3,49.0,435.8
"Uzbekistan, Rep. of",UZB,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,1.0,1.13,1.13,2.33,3.2,3.5,3.5,3.5,103.5,252.5
"Uzbekistan, Rep. of",UZB,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,,,,15.5,15.5,1.2,
"Uzbekistan, Rep. of",UZB,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,,0.75,0.75,0.75,0.75,0.75,0.75
Vanuatu,VUT,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,0.02,0.02,0.02,0.806,3.012,10.659,3.224,3.678,2.404,,0.79,1.44,1.09,,
Vanuatu,VUT,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,0.04,0.04,0.04,2.74,2.74,2.74,2.74,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Vanuatu,VUT,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),53.578,53.578,53.578,53.578,53.578,53.578,53.578,53.578,59.209,55.116,56.074,57.868,53.253,46.425,52.583,47.06,59.381,63.314,62.4,61.61,57.29,59.21,64.32
Vanuatu,VUT,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),16.153,21.583,21.583,21.583,21.583,21.583,21.583,21.583,21.583,21.583,24.183,24.183,24.427,24.37,22.763,22.803,23.023,23.22,20.8,22.56,23.7,23.7,23.7
Vanuatu,VUT,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.634,3.011,6.638,6.008,7.385,7.207,7.576,7.267,5.259,7.34,7.815,7.985,8.505,8.485,9.105
Vanuatu,VUT,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.2,1.2,1.2,1.2,1.2,1.275,1.275,1.278,1.278,1.278,1.278,1.358,1.358,1.358
Vanuatu,VUT,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,0.08,0.08,0.147,0.217,0.303,0.431,0.762,2.74,4.435,6.13,7.576,7.54,7.284,7.008
Vanuatu,VUT,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,,,,,0.04,0.04,0.127,0.167,0.183,0.273,0.434,1.751,2.652,4.073,4.589,4.81,4.822,4.874
Vanuatu,VUT,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,0.627,5.349,5.389,4.295,5.177,5.549,6.788,8.268,5.416,4.77,4.37,6.16,5.62,4.13,2.77
Vanuatu,VUT,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,3.025,3.025,3.025,3.025,3.025,3.025,3.575,3.575,3.575,3.3,3.4,3.4,3.4,3.4,3.13
"Venezuela, Rep. Bolivariana de",VEN,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.0,56.0
"Venezuela, Rep. Bolivariana de",VEN,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),22385.0,29678.0,32318.0,31412.0,28477.0,27126.8,29095.0,30531.6,32468.23,38878.83,39934.08,39630.68,45993.07,51089.67,52063.36,53880.17,55115.9,42130.3,28951.31,16841.36,15282.61,16883.99,19998.61
"Venezuela, Rep. Bolivariana de",VEN,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),6848.0,7201.0,7166.0,7176.0,7227.65,7353.13,7619.1,7943.14,8568.19,9116.04,10221.43,11096.85,13067.88,15358.81,16452.96,16885.904,17732.174,17864.374,19610.42,18597.119,18597.119,18597.119,18597.119
"Venezuela, Rep. Bolivariana de",VEN,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),62886.0,60441.0,59534.0,60532.0,70075.0,77233.79,81548.54,83165.72,86849.1,85965.56,76779.67,83264.07,81855.98,81499.46,80367.32,74905.5,62962.2,70038.98,65285.39,62792.9,67193.52,67848.86,68515.27
"Venezuela, Rep. Bolivariana de",VEN,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),13211.81,13207.81,12491.81,13223.81,13865.81,14414.81,14597.81,14597.81,14597.81,14622.81,14622.81,14622.81,14622.81,14879.81,14880.81,15137.81,16828.81,16828.81,16905.81,16825.81,16825.81,16913.81,16913.81
"Venezuela, Rep. Bolivariana de",VEN,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,2.46,2.98,5.22,5.36,9.66,10.36,9.66,9.66,8.72,4.86,5.72,5.72,5.55
"Venezuela, Rep. Bolivariana de",VEN,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),,,,,,0.02,0.1,0.9,1.12,1.5,1.87,2.4,2.68,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,4.37,4.37
"Venezuela, Rep. Bolivariana de",VEN,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,88.27,113.2,74.29,97.59,95.22,43.0,60.36,19.88,19.14,16.22
"Venezuela, Rep. Bolivariana de",VEN,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,29.82,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2
Vietnam,VNM,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),300.886,293.138,342.4,337.094,312.986,298.974,334.39,347.934,322.91,312.166,323.234,350.791,380.305,402.572,435.001,405.289,365.657,436.572,584.668,554.014,458.578,408.053,595.485
Vietnam,VNM,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),125.0,125.0,125.0,125.0,125.0,127.43,127.43,127.43,127.43,127.43,127.43,127.43,127.43,127.43,195.43,220.43,256.43,274.395,381.965,389.285,389.785,373.285,392.735
Vietnam,VNM,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),12916.905,14657.017,18570.952,23010.723,28490.962,34316.504,39144.67,43679.716,46283.29,50613.159,64715.0,61043.0,61738.0,65780.0,80523.0,101072.0,109987.0,102570.0,124122.0,154819.0,149968.0,135035.0,124139.0
Vietnam,VNM,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),3250.0,3900.0,4714.0,5174.0,7945.0,8300.0,8300.0,8350.0,9044.0,11950.0,16950.0,17700.0,17700.0,17700.0,18267.65,21926.0,23470.0,25615.0,26835.0,28601.0,30412.0,33492.0,34130.0
Vietnam,VNM,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),13766.095,16016.083,17317.048,17535.277,17711.038,17874.5,18885.334,20580.288,24789.714,30142.845,27671.987,40150.987,53225.004,57941.301,60614.502,56408.004,64280.004,87712.004,84602.004,66655.004,73495.004,79932.004,97927.004
Vietnam,VNM,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),3273.9,3809.0,4118.4,4170.3,4212.1,4267.1,4507.5,4910.6,5911.7,7184.8,8652.5,10080.0,13552.0,14718.0,15745.1,16628.0,17849.0,17809.4,17989.4,20326.0,20817.0,21847.0,22535.0
Vietnam,VNM,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),0.002,0.108,0.236,0.406,0.747,1.885,3.424,3.424,3.424,3.515,4.518,4.518,4.518,4.518,5.289,5.289,5.289,7.988,104.871,4988.468,10718.004,27314.607,27664.727
Vietnam,VNM,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),0.002,0.108,0.236,0.406,0.747,1.885,3.424,3.424,3.424,3.515,4.518,4.518,4.518,4.518,5.29,5.29,5.29,7.992,104.992,4994.49,16661.49,16661.49,16698.49
Vietnam,VNM,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,3.062,20.727,73.017,73.017,73.017,117.903,117.903,313.4,370.401,370.863,641.82,909.686,1152.563,2541.611,8445.404
Vietnam,VNM,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),,,,,,,,,1.3,8.8,31.0,31.0,31.0,53.0,53.0,136.0,160.2,204.7,236.7,374.55,518.0,4118.0,5065.0
West Bank and Gaza,PSE,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,,,,,,0.63,0.276,0.276,0.276,0.276,0.276
West Bank and Gaza,PSE,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),,,,,,,,,,,,,,,,,,0.34,0.34,0.34,0.34,0.34,0.34
West Bank and Gaza,PSE,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),44.333,35.528,149.285,342.38,395.509,500.543,354.3,417.065,426.6,500.6,473.3,569.3,461.112,534.097,336.587,505.367,494.574,500.852,360.427,691.279,661.556,692.522,714.0
West Bank and Gaza,PSE,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),10.0,10.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
West Bank and Gaza,PSE,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),,,,,,,,,,,,,1.0,2.0,3.0,9.25,42.5,45.0,60.0,123.338,178.437,224.0,234.338
